date,tomato,onion,potato,greenchilli
2018-04-29,17.7,27.4,24.0,42.1
2018-04-30,17.6,25.9,25.1,44.3
2018-05-01,18.2,27.4,24.7,44.3
2018-05-02,17.9,26.5,24.2,45.7
2018-05-03,19.1,26.1,26.1,46.0
2018-05-04,18.4,25.2,24.8,46.3
2018-05-05,19.9,25.2,24.1,44.7
2018-05-06,19.5,25.5,24.9,44.8
2018-05-07,19.7,25.2,24.8,49.1
2018-05-08,20.5,23.9,24.8,50.5
2018-05-09,20.4,23.5,24.9,51.5
2018-05-10,19.7,25.4,25.6,49.7
2018-05-11,18.6,26.5,25.2,51.8
2018-05-12,18.5,27.4,24.6,51.3
2018-05-13,18.5,28.9,24.7,49.4
2018-05-14,19.5,29.4,24.4,49.1
2018-05-15,20.2,29.2,24.8,50.4
2018-05-16,19.5,29.3,24.5,50.1
2018-05-17,18.1,29.2,25.0,51.4
2018-05-18,18.1,29.4,25.3,52.3
2018-05-19,19.1,29.5,25.2,51.4
2018-05-20,18.7,29.0,25.9,51.2
2018-05-21,18.8,28.4,26.1,50.4
2018-05-22,19.1,27.6,26.9,51.9
2018-05-23,18.8,28.0,27.8,52.5
2018-05-24,19.2,27.3,26.3,51.7
2018-05-25,19.8,27.2,26.7,51.1
2018-05-26,19.3,27.7,26.6,53.0
2018-05-27,19.8,28.6,25.6,52.8
2018-05-28,21.0,27.7,25.9,50.9
2018-05-29,20.1,28.7,26.1,50.9
2018-05-30,19.8,28.0,25.6,51.8
2018-05-31,19.6,30.2,24.6,50.6
2018-06-01,19.8,28.7,24.6,48.5
2018-06-02,19.9,27.8,25.8,52.1
2018-06-03,19.6,27.1,26.0,54.0
2018-06-04,18.4,25.5,26.0,52.3
2018-06-05,18.3,25.5,26.3,50.0
2018-06-06,17.7,26.4,24.8,51.3
2018-06-07,18.6,26.5,24.8,50.6
2018-06-08,17.9,26.0,24.3,52.3
2018-06-09,18.2,25.9,24.2,51.0
2018-06-10,18.7,24.6,26.2,52.4
2018-06-11,19.5,25.0,26.3,53.1
2018-06-12,20.3,24.9,25.8,51.1
2018-06-13,20.1,25.8,26.1,49.1
2018-06-14,20.4,25.3,24.9,48.7
2018-06-15,20.8,24.4,24.8,48.1
2018-06-16,20.8,24.3,25.6,48.9
2018-06-17,20.8,26.5,26.7,51.7
2018-06-18,19.9,27.7,26.7,50.1
2018-06-19,19.4,27.4,27.0,50.3
2018-06-20,19.3,27.7,27.7,49.7
2018-06-21,19.4,27.5,27.2,48.5
2018-06-22,19.6,27.4,27.6,48.8
2018-06-23,19.5,27.2,26.9,51.1
2018-06-24,18.8,27.1,25.9,52.6
2018-06-25,18.4,26.8,26.8,52.4
2018-06-26,19.2,26.6,26.7,53.8
2018-06-27,19.9,27.6,25.3,53.7
2018-06-28,21.2,28.4,26.4,55.2
2018-06-29,21.5,28.8,26.3,54.9
2018-06-30,20.5,30.0,27.0,53.6
2018-07-01,20.1,29.3,26.6,51.1
2018-07-02,19.4,29.7,25.5,49.9
2018-07-03,19.0,28.9,25.5,50.6
2018-07-04,18.4,27.7,27.3,49.0
2018-07-05,18.5,28.5,27.9,49.8
2018-07-06,18.4,27.8,26.7,49.7
2018-07-07,19.0,27.4,25.8,49.9
2018-07-08,18.5,28.3,27.2,50.3
2018-07-09,18.9,28.6,25.9,48.4
2018-07-10,18.3,27.3,26.2,50.8
2018-07-11,18.2,27.3,25.9,48.9
2018-07-12,18.5,27.2,27.1,47.7
2018-07-13,17.9,27.3,26.7,48.5
2018-07-14,17.4,29.0,26.8,46.7
2018-07-15,17.7,28.8,26.5,48.0
2018-07-16,19.2,27.7,26.9,51.7
2018-07-17,18.7,26.8,27.9,51.7
2018-07-18,18.8,28.4,27.6,51.8
2018-07-19,19.1,26.7,27.5,53.9
2018-07-20,18.5,26.7,27.2,52.7
2018-07-21,18.6,27.5,26.5,54.8
2018-07-22,18.8,28.7,26.9,53.0
2018-07-23,18.9,29.3,28.3,54.0
2018-07-24,19.0,30.0,28.0,50.8
2018-07-25,18.5,29.1,28.6,48.9
2018-07-26,18.4,28.5,29.2,46.4
2018-07-27,18.6,27.1,28.1,48.6
2018-07-28,18.7,26.6,28.3,45.8
2018-07-29,18.7,27.3,28.4,46.0
2018-07-30,19.4,26.5,28.1,46.6
2018-07-31,19.9,27.7,27.7,48.8
2018-08-01,19.4,28.4,26.1,49.0
2018-08-02,18.3,27.4,25.9,49.8
2018-08-03,18.2,28.4,25.5,48.7
2018-08-04,17.6,28.2,23.8,47.4
2018-08-05,18.2,28.3,23.3,47.1
2018-08-06,17.3,28.0,24.2,47.3
2018-08-07,17.3,29.0,24.9,48.6
2018-08-08,16.2,28.3,23.8,47.1
2018-08-09,17.5,29.1,24.5,47.3
2018-08-10,17.9,28.8,24.7,46.7
2018-08-11,16.6,28.4,25.7,46.2
2018-08-12,16.2,28.4,25.3,48.1
2018-08-13,16.7,27.7,25.0,47.6
2018-08-14,17.4,28.9,25.4,47.2
2018-08-15,18.1,28.3,26.0,46.2
2018-08-16,17.4,27.0,27.0,44.4
2018-08-17,16.5,27.0,24.9,44.8
2018-08-18,16.8,26.6,24.4,46.6
2018-08-19,16.0,25.8,24.5,45.2
2018-08-20,16.9,26.3,24.5,45.1
2018-08-21,17.2,26.3,22.9,42.5
2018-08-22,17.3,25.7,23.4,43.3
2018-08-23,17.9,26.5,22.7,43.1
2018-08-24,18.3,28.6,22.4,43.0
2018-08-25,18.0,28.0,22.5,42.7
2018-08-26,18.0,26.3,21.3,42.3
2018-08-27,17.8,25.5,22.5,42.2
2018-08-28,17.3,26.5,22.3,42.3
2018-08-29,17.5,25.8,21.1,44.7
2018-08-30,18.3,25.5,22.7,46.0
2018-08-31,17.8,26.2,22.3,43.8
2018-09-01,17.3,25.3,22.0,44.2
2018-09-02,17.3,25.5,22.1,47.2
2018-09-03,17.8,24.9,21.5,43.0
2018-09-04,17.7,23.6,21.6,44.1
2018-09-05,17.1,23.9,21.4,45.0
2018-09-06,17.2,23.2,22.8,42.0
2018-09-07,16.6,22.7,22.9,40.1
2018-09-08,16.4,23.0,22.4,40.3
2018-09-09,15.6,21.9,23.6,40.5
2018-09-10,15.8,21.4,23.2,36.2
2018-09-11,15.1,21.5,23.8,37.4
2018-09-12,15.9,21.4,23.9,37.6
2018-09-13,15.2,21.3,23.1,38.0
2018-09-14,14.5,21.0,22.2,35.5
2018-09-15,15.8,21.2,23.0,35.9
2018-09-16,17.0,20.5,22.5,36.4
2018-09-17,16.7,20.1,21.9,36.4
2018-09-18,16.1,19.2,21.0,36.0
2018-09-19,14.9,19.2,19.9,35.8
2018-09-20,14.8,20.5,20.9,36.5
2018-09-21,14.3,20.1,23.4,34.8
2018-09-22,14.6,20.7,23.4,33.3
2018-09-23,13.5,19.7,21.8,32.8
2018-09-24,13.0,20.1,21.1,31.2
2018-09-25,13.3,20.7,20.7,33.1
2018-09-26,13.9,20.7,20.6,32.4
2018-09-27,14.1,22.7,21.1,33.4
2018-09-28,14.1,21.9,20.8,34.8
2018-09-29,14.9,21.4,20.6,36.3
2018-09-30,15.1,21.0,19.4,38.6
2018-10-01,14.7,20.4,19.1,37.6
2018-10-02,14.7,20.7,18.1,37.4
2018-10-03,15.3,20.1,17.5,36.6
2018-10-04,14.1,20.7,18.7,36.1
2018-10-05,13.8,20.1,19.2,35.2
2018-10-06,13.8,18.8,18.2,32.8
2018-10-07,14.3,18.4,17.5,30.9
2018-10-08,13.3,17.9,16.9,32.9
2018-10-09,12.7,16.8,18.1,33.6
2018-10-10,13.7,17.4,17.1,31.7
2018-10-11,13.3,20.3,16.6,31.8
2018-10-12,12.8,19.6,15.2,32.1
2018-10-13,12.2,20.1,15.5,33.2
2018-10-14,11.9,20.1,16.9,34.7
2018-10-15,11.9,19.6,17.6,34.2
2018-10-16,11.0,20.0,17.2,32.1
2018-10-17,10.8,18.7,17.6,31.6
2018-10-18,11.6,19.7,18.1,32.8
2018-10-19,11.3,20.8,18.5,34.1
2018-10-20,11.9,21.3,18.1,33.6
2018-10-21,11.6,21.5,17.3,32.7
2018-10-22,13.0,21.0,16.7,32.9
2018-10-23,12.9,20.8,17.0,35.0
2018-10-24,13.5,20.2,16.2,34.4
2018-10-25,13.6,19.4,16.8,33.2
2018-10-26,13.5,19.4,18.4,33.4
2018-10-27,12.8,19.2,17.8,31.7
2018-10-28,12.1,18.4,17.3,31.1
2018-10-29,13.0,18.2,17.8,32.5
2018-10-30,13.0,19.1,17.1,30.2
2018-10-31,11.5,19.1,16.3,32.4
2018-11-01,11.0,19.9,16.2,30.8
2018-11-02,11.0,18.5,15.9,27.2
2018-11-03,10.7,17.7,15.8,26.7
2018-11-04,10.7,17.6,16.1,28.3
2018-11-05,12.1,17.8,15.5,27.7
2018-11-06,11.3,17.6,14.5,27.4
2018-11-07,11.3,17.2,14.5,27.9
2018-11-08,10.5,17.9,16.6,28.2
2018-11-09,10.6,18.8,16.0,28.2
2018-11-10,11.0,18.6,15.7,28.3
2018-11-11,11.4,18.4,15.9,25.5
2018-11-12,10.5,18.3,15.2,25.2
2018-11-13,10.2,19.0,15.2,23.7
2018-11-14,11.0,19.2,14.9,25.8
2018-11-15,10.3,18.5,14.4,23.2
2018-11-16,11.4,20.4,13.4,22.2
2018-11-17,11.1,19.0,13.6,21.6
2018-11-18,10.9,18.1,13.6,23.6
2018-11-19,10.6,16.7,14.3,24.6
2018-11-20,11.5,18.1,15.3,22.8
2018-11-21,11.7,17.9,16.1,23.8
2018-11-22,12.4,18.4,17.3,23.6
2018-11-23,12.9,18.7,17.9,23.3
2018-11-24,13.7,18.3,17.5,25.3
2018-11-25,14.3,17.7,18.6,25.4
2018-11-26,14.5,18.4,17.3,24.8
2018-11-27,14.2,16.5,17.0,24.9
2018-11-28,14.7,15.6,16.9,28.6
2018-11-29,14.1,14.4,15.3,29.1
2018-11-30,14.1,14.1,15.4,26.4
2018-12-01,13.2,13.7,17.6,22.3
2018-12-02,12.6,13.1,16.0,21.7
2018-12-03,12.0,13.4,14.5,22.1
2018-12-04,11.9,12.3,14.0,23.8
2018-12-05,11.8,15.2,13.5,24.7
2018-12-06,12.3,16.0,13.4,22.4
2018-12-07,11.3,16.5,14.3,24.5
2018-12-08,12.1,16.5,15.1,24.3
2018-12-09,10.6,16.0,15.5,24.7
2018-12-10,10.4,15.1,15.7,23.8
2018-12-11,10.4,16.7,15.2,24.1
2018-12-12,10.7,17.1,13.9,29.2
2018-12-13,10.8,17.5,12.6,28.7
2018-12-14,10.7,16.0,12.0,27.9
2018-12-15,10.8,15.8,13.5,27.5
2018-12-16,10.2,15.2,13.6,28.4
2018-12-17,10.3,14.3,13.0,26.0
2018-12-18,10.2,14.4,11.9,25.6
2018-12-19,9.8,16.3,12.9,28.1
2018-12-20,9.8,16.4,13.7,29.7
2018-12-21,9.3,15.7,14.4,28.5
2018-12-22,9.4,15.5,14.3,26.6
2018-12-23,10.1,14.9,13.8,25.8
2018-12-24,10.1,14.1,13.7,28.7
2018-12-25,10.4,13.9,14.4,30.8
2018-12-26,9.8,11.5,13.1,30.4
2018-12-27,10.3,12.6,11.2,30.8
2018-12-28,10.4,14.1,9.6,32.3
2018-12-29,10.0,14.6,9.2,27.5
2018-12-30,10.0,14.7,9.7,27.6
2018-12-31,9.0,14.3,11.4,27.6
2019-01-01,9.1,14.7,12.0,28.8
2019-01-02,9.5,14.8,12.4,28.5
2019-01-03,9.7,16.2,12.9,28.6
2019-01-04,9.9,16.2,13.5,27.2
2019-01-05,9.4,17.5,12.0,27.0
2019-01-06,8.4,18.1,11.1,27.3
2019-01-07,8.4,17.7,10.4,28.4
2019-01-08,8.0,16.6,10.2,27.1
2019-01-09,7.6,16.8,10.8,28.5
2019-01-10,8.8,16.0,12.5,28.8
2019-01-11,9.1,16.2,13.3,27.3
2019-01-12,8.8,14.7,13.8,27.5
2019-01-13,9.4,13.6,14.6,26.4
2019-01-14,9.7,16.5,13.3,27.0
2019-01-15,10.0,17.0,12.7,26.2
2019-01-16,9.2,16.2,11.8,22.7
2019-01-17,9.4,16.2,11.6,24.6
2019-01-18,10.2,16.1,13.0,24.2
2019-01-19,9.6,14.3,13.3,28.6
2019-01-20,9.9,13.8,14.1,29.7
2019-01-21,10.4,12.5,14.1,28.5
2019-01-22,10.1,14.2,14.2,28.1
2019-01-23,9.4,13.2,14.3,29.4
2019-01-24,10.8,13.3,14.6,30.4
2019-01-25,11.2,14.5,13.7,32.6
2019-01-26,10.6,14.9,14.0,30.5
2019-01-27,11.3,15.1,13.4,31.6
2019-01-28,11.4,14.3,14.9,29.9
2019-01-29,11.3,15.4,13.3,31.2
2019-01-30,11.2,15.5,12.7,32.6
2019-01-31,11.5,16.0,10.9,31.5
2019-02-01,11.8,18.0,11.2,33.2
2019-02-02,10.8,17.1,11.0,36.3
2019-02-03,10.9,17.4,12.3,35.7
2019-02-04,10.9,16.4,12.2,38.3
2019-02-05,11.6,14.7,12.1,40.5
2019-02-06,10.6,15.9,12.0,40.5
2019-02-07,11.7,15.7,12.9,40.2
2019-02-08,12.0,17.9,13.3,39.9
2019-02-09,12.0,18.1,13.3,42.0
2019-02-10,12.0,18.2,12.9,40.2
2019-02-11,13.2,18.4,13.5,37.4
2019-02-12,12.9,19.8,13.6,38.3
2019-02-13,13.3,18.2,13.2,38.9
2019-02-14,13.0,18.5,14.2,39.3
2019-02-15,12.8,18.4,13.8,39.8
2019-02-16,13.4,18.3,13.0,40.5
2019-02-17,12.6,18.1,12.9,38.0
2019-02-18,12.6,18.4,14.0,36.9
2019-02-19,12.7,17.3,14.5,37.1
2019-02-20,12.4,16.5,14.5,38.4
2019-02-21,11.4,17.9,16.5,38.1
2019-02-22,11.9,17.5,17.2,35.0
2019-02-23,11.6,16.9,17.8,35.9
2019-02-24,10.5,19.1,16.9,35.0
2019-02-25,11.3,20.1,16.2,33.4
2019-02-26,10.9,20.3,15.7,33.1
2019-02-27,10.9,21.2,14.1,35.4
2019-02-28,10.6,21.0,15.1,39.0
2019-03-01,11.1,21.1,16.5,38.8
2019-03-02,10.6,22.9,17.6,39.5
2019-03-03,10.6,22.0,17.3,39.4
2019-03-04,11.6,21.8,17.3,37.4
2019-03-05,11.6,22.1,17.4,38.1
2019-03-06,12.3,21.9,18.7,41.4
2019-03-07,12.6,21.4,18.3,42.9
2019-03-08,12.6,21.0,19.1,43.2
2019-03-09,12.8,21.8,18.8,45.0
2019-03-10,13.3,22.2,20.2,43.0
2019-03-11,12.0,22.5,18.5,40.3
2019-03-12,13.9,22.6,19.6,39.9
2019-03-13,13.4,22.2,21.0,41.2
2019-03-14,13.9,22.2,20.9,44.7
2019-03-15,14.7,20.9,21.3,43.9
2019-03-16,14.2,22.0,20.4,42.4
2019-03-17,14.0,23.5,20.2,40.2
2019-03-18,14.2,22.6,20.9,41.6
2019-03-19,14.2,21.7,20.0,40.1
2019-03-20,14.6,23.0,19.8,41.2
2019-03-21,14.3,22.8,18.2,41.8
2019-03-22,14.8,22.6,18.3,41.1
2019-03-23,14.7,22.9,17.9,40.6
2019-03-24,13.2,23.9,17.3,37.9
2019-03-25,13.1,22.7,16.0,38.2
2019-03-26,12.8,24.3,16.3,37.4
2019-03-27,12.3,25.2,17.1,34.4
2019-03-28,12.4,24.9,17.8,35.4
2019-03-29,13.5,25.7,18.6,35.7
2019-03-30,13.4,24.9,18.2,36.5
2019-03-31,13.7,24.9,18.0,35.7
2019-04-01,13.4,25.0,18.9,36.3
2019-04-02,15.0,24.7,18.4,35.1
2019-04-03,15.4,23.8,18.2,35.0
2019-04-04,15.6,22.7,19.9,35.4
2019-04-05,16.2,22.6,18.1,37.8
2019-04-06,16.4,21.5,17.4,38.8
2019-04-07,17.1,22.4,17.7,40.4
2019-04-08,16.5,21.8,18.2,38.8
2019-04-09,17.6,23.4,18.1,38.9
2019-04-10,18.4,23.1,19.1,39.7
2019-04-11,18.2,22.6,19.6,40.1
2019-04-12,18.0,23.2,20.1,43.8
2019-04-13,18.0,23.8,20.7,42.0
2019-04-14,18.2,25.6,21.0,41.0
2019-04-15,18.4,25.5,20.1,41.5
2019-04-16,17.2,25.1,20.7,37.7
2019-04-17,17.0,25.5,20.6,36.4
2019-04-18,16.5,25.8,20.4,36.4
2019-04-19,16.6,26.8,20.1,37.8
2019-04-20,16.8,27.4,20.2,39.9
2019-04-21,16.8,26.1,21.3,39.1
2019-04-22,17.8,26.0,22.1,37.8
2019-04-23,17.1,26.7,22.8,38.2
2019-04-24,17.4,27.6,23.0,40.2
2019-04-25,17.6,28.0,23.1,42.2
2019-04-26,17.8,28.5,22.9,46.1
2019-04-27,18.1,30.3,22.7,45.0
2019-04-28,18.6,30.6,22.3,44.1
2019-04-29,18.4,30.9,22.3,45.0
2019-04-30,17.7,30.8,23.4,48.6
2019-05-01,17.7,29.4,22.9,48.3
2019-05-02,17.0,29.5,22.9,48.7
2019-05-03,17.6,28.6,22.7,46.9
2019-05-04,18.2,28.5,23.3,46.6
2019-05-05,17.8,26.1,24.1,49.4
2019-05-06,18.1,25.8,25.0,48.7
2019-05-07,19.1,24.9,25.2,49.0
2019-05-08,19.1,26.4,24.8,50.3
2019-05-09,18.8,27.1,26.0,47.8
2019-05-10,18.2,28.2,26.2,47.5
2019-05-11,17.5,28.5,26.1,45.7
2019-05-12,18.4,28.1,24.9,47.1
2019-05-13,18.8,29.0,25.3,46.4
2019-05-14,19.1,28.8,25.5,45.0
2019-05-15,20.2,30.5,25.0,45.6
2019-05-16,20.7,28.3,24.6,46.1
2019-05-17,20.3,28.6,23.9,46.3
2019-05-18,20.3,29.6,24.2,45.2
2019-05-19,20.6,28.4,25.4,44.9
2019-05-20,20.5,28.8,24.9,45.5
2019-05-21,21.6,29.0,24.9,44.1
2019-05-22,21.6,30.2,25.0,46.4
2019-05-23,21.1,29.6,26.1,46.4
2019-05-24,20.3,29.5,26.8,46.7
2019-05-25,20.1,29.3,26.2,45.5
2019-05-26,19.7,29.3,25.5,42.8
2019-05-27,19.8,30.9,24.1,43.2
2019-05-28,19.3,28.6,24.9,43.3
2019-05-29,18.7,28.7,25.1,43.6
2019-05-30,19.1,30.1,25.1,43.2
2019-05-31,19.4,29.2,24.7,45.3
2019-06-01,18.9,28.0,25.0,48.4
2019-06-02,19.4,29.1,25.0,49.5
2019-06-03,19.7,28.1,26.5,51.4
2019-06-04,20.0,26.7,25.4,53.2
2019-06-05,20.7,27.6,24.9,52.7
2019-06-06,20.4,27.4,25.3,52.4
2019-06-07,18.6,27.5,26.3,52.6
2019-06-08,18.5,27.6,24.5,53.9
2019-06-09,19.3,26.8,24.8,51.3
2019-06-10,19.6,27.3,27.5,50.0
2019-06-11,18.4,25.8,26.4,49.0
2019-06-12,18.5,24.8,26.0,51.2
2019-06-13,17.8,26.9,23.8,52.3
2019-06-14,18.7,27.0,23.2,52.4
2019-06-15,19.1,27.4,23.9,52.4
2019-06-16,18.7,28.3,24.7,52.7
2019-06-17,19.4,26.8,23.6,52.7
2019-06-18,19.2,27.7,24.3,51.4
2019-06-19,18.9,27.9,24.6,49.4
2019-06-20,19.2,28.1,24.6,51.5
2019-06-21,18.7,30.0,25.5,52.3
2019-06-22,18.5,29.0,24.8,51.1
2019-06-23,18.2,29.8,24.6,51.5
2019-06-24,19.0,28.7,24.9,49.8
2019-06-25,19.8,29.1,26.4,49.7
2019-06-26,19.3,28.4,25.8,48.5
2019-06-27,20.9,29.2,25.3,48.5
2019-06-28,20.9,29.2,24.0,48.8
2019-06-29,21.2,28.4,25.4,50.9
2019-06-30,21.3,29.6,25.2,52.1
2019-07-01,20.5,29.8,26.0,51.4
2019-07-02,20.8,30.6,26.4,50.5
2019-07-03,20.2,30.6,25.8,49.5
2019-07-04,20.5,31.0,24.6,51.2
2019-07-05,20.2,32.4,23.8,54.6
2019-07-06,21.0,32.3,23.8,53.0
2019-07-07,21.2,31.8,24.3,49.7
2019-07-08,20.8,30.0,23.6,48.7
2019-07-09,20.2,30.7,24.5,46.0
2019-07-10,19.2,31.0,25.0,47.7
2019-07-11,18.5,30.7,24.9,45.5
2019-07-12,18.6,31.0,25.5,46.4
2019-07-13,19.7,31.0,24.8,47.7
2019-07-14,18.8,29.5,25.5,48.1
2019-07-15,18.2,29.2,25.3,48.7
2019-07-16,18.4,29.0,24.6,48.7
2019-07-17,18.8,29.4,24.2,48.2
2019-07-18,18.3,28.8,23.5,50.1
2019-07-19,18.5,29.8,24.7,48.9
2019-07-20,17.8,30.9,25.1,49.0
2019-07-21,17.8,30.5,25.0,50.0
2019-07-22,18.2,29.0,24.4,51.0
2019-07-23,19.5,27.7,24.3,49.0
2019-07-24,19.4,27.4,24.9,49.0
2019-07-25,19.4,27.1,24.5,51.1
2019-07-26,19.0,26.6,24.3,49.7
2019-07-27,18.8,26.1,24.1,49.0
2019-07-28,17.6,26.6,23.5,48.9
2019-07-29,18.1,27.8,22.7,49.1
2019-07-30,18.6,27.6,22.9,47.5
2019-07-31,18.8,26.6,23.1,46.6
2019-08-01,19.1,25.8,23.1,46.1
2019-08-02,18.6,25.8,21.8,47.5
2019-08-03,17.5,25.2,22.9,44.1
2019-08-04,17.3,24.5,22.1,45.7
2019-08-05,17.1,26.3,21.8,45.9
2019-08-06,16.5,25.2,22.6,45.7
2019-08-07,16.2,25.6,23.2,46.1
2019-08-08,15.8,24.9,23.4,47.8
2019-08-09,16.2,25.1,21.6,47.7
2019-08-10,16.9,25.6,22.1,48.1
2019-08-11,16.3,24.1,21.0,49.3
2019-08-12,16.5,25.3,21.1,48.2
2019-08-13,17.4,25.8,20.7,48.7
2019-08-14,17.9,26.5,21.2,47.6
2019-08-15,17.9,27.0,19.7,46.3
2019-08-16,18.0,25.7,19.7,46.8
2019-08-17,17.0,24.2,19.2,44.7
2019-08-18,16.5,23.6,21.0,47.8
2019-08-19,16.7,23.7,21.6,47.2
2019-08-20,16.6,25.4,21.9,49.4
2019-08-21,16.3,25.2,23.9,48.7
2019-08-22,15.9,25.2,23.1,47.0
2019-08-23,15.9,24.7,23.3,50.1
2019-08-24,15.4,26.2,23.4,48.9
2019-08-25,16.2,25.0,25.3,49.8
2019-08-26,16.7,24.2,25.4,48.2
2019-08-27,17.3,24.7,25.3,49.1
2019-08-28,17.0,25.0,27.3,51.8
2019-08-29,17.1,24.6,25.8,48.7
2019-08-30,16.8,24.5,24.9,45.9
2019-08-31,16.4,23.7,25.9,45.1
2019-09-01,15.7,24.2,26.3,42.8
2019-09-02,15.3,23.1,26.8,41.8
2019-09-03,15.4,23.3,26.3,41.2
2019-09-04,14.1,23.6,24.7,40.2
2019-09-05,14.3,24.7,24.9,41.3
2019-09-06,14.2,24.6,25.0,41.3
2019-09-07,14.4,24.0,23.5,41.2
2019-09-08,13.3,22.8,23.2,38.8
2019-09-09,14.2,23.3,23.5,38.2
2019-09-10,14.7,23.4,23.8,39.9
2019-09-11,14.6,24.3,23.4,38.9
2019-09-12,16.1,23.6,23.3,36.2
2019-09-13,15.1,23.9,23.1,35.5
2019-09-14,16.1,24.4,22.7,35.6
2019-09-15,15.6,24.1,21.8,38.0
2019-09-16,16.1,22.6,22.5,34.3
2019-09-17,16.5,23.4,23.0,34.2
2019-09-18,16.3,24.9,21.5,34.7
2019-09-19,16.4,23.2,19.9,35.5
2019-09-20,16.0,22.6,20.8,36.9
2019-09-21,15.5,22.6,21.5,37.8
2019-09-22,15.1,23.4,22.7,36.1
2019-09-23,15.0,22.9,21.6,36.1
2019-09-24,14.4,23.1,20.8,36.1
2019-09-25,14.1,23.1,21.8,39.0
2019-09-26,13.5,23.1,21.3,39.0
2019-09-27,14.3,22.4,22.8,37.9
2019-09-28,13.9,22.7,22.9,37.3
2019-09-29,13.9,22.9,22.8,35.4
2019-09-30,14.2,22.8,22.3,36.9
2019-10-01,15.4,22.7,22.1,35.2
2019-10-02,14.4,24.4,21.8,37.6
2019-10-03,14.2,24.3,21.2,36.2
2019-10-04,14.6,23.5,21.2,37.7
2019-10-05,14.5,24.4,20.8,35.5
2019-10-06,14.4,23.8,21.3,34.4
2019-10-07,14.3,23.9,20.0,31.2
2019-10-08,15.0,23.6,19.7,30.7
2019-10-09,14.8,22.2,18.8,30.4
2019-10-10,13.5,19.6,19.5,28.7
2019-10-11,12.2,21.3,18.7,28.7
2019-10-12,11.8,21.1,17.7,27.0
2019-10-13,11.6,21.9,17.5,28.0
2019-10-14,11.5,21.6,16.5,28.0
2019-10-15,11.9,22.2,16.7,28.9
2019-10-16,12.0,22.6,17.1,30.5
2019-10-17,11.8,21.9,17.1,28.5
2019-10-18,13.4,22.0,16.6,28.7
2019-10-19,13.6,21.5,16.6,31.5
2019-10-20,13.3,21.1,16.8,32.3
2019-10-21,13.5,21.5,17.7,36.1
2019-10-22,12.8,21.2,16.6,37.0
2019-10-23,13.2,20.4,16.4,38.6
2019-10-24,12.3,20.1,16.5,38.4
2019-10-25,12.4,18.3,15.2,34.3
2019-10-26,12.8,18.9,15.3,35.9
2019-10-27,13.0,18.3,15.6,33.9
2019-10-28,13.0,18.8,16.4,33.4
2019-10-29,13.3,18.6,16.0,34.7
2019-10-30,13.0,18.8,16.0,34.5
2019-10-31,13.0,18.7,15.6,31.1
2019-11-01,13.6,19.2,15.7,30.5
2019-11-02,12.4,19.6,16.9,31.5
2019-11-03,12.9,19.1,16.5,28.8
2019-11-04,12.4,18.9,15.9,27.2
2019-11-05,12.5,19.0,15.2,25.0
2019-11-06,12.7,19.0,15.2,25.8
2019-11-07,11.2,17.5,15.3,25.6
2019-11-08,11.8,18.4,14.3,25.6
2019-11-09,12.0,16.4,16.4,26.0
2019-11-10,12.5,15.8,16.9,23.4
2019-11-11,11.5,15.2,15.9,25.7
2019-11-12,10.9,14.0,15.3,26.4
2019-11-13,10.0,12.7,14.9,22.0
2019-11-14,10.7,12.1,16.8,21.3
2019-11-15,10.5,12.5,16.9,24.7
2019-11-16,10.0,14.1,17.2,26.0
2019-11-17,10.4,13.5,16.8,25.9
2019-11-18,10.1,13.4,15.6,26.3
2019-11-19,10.1,13.7,15.1,26.1
2019-11-20,10.0,12.8,15.6,27.5
2019-11-21,9.2,12.3,15.7,28.9
2019-11-22,9.5,12.6,15.7,30.1
2019-11-23,10.6,12.6,15.3,30.7
2019-11-24,11.0,12.6,16.0,28.4
2019-11-25,11.4,12.1,15.6,28.7
2019-11-26,11.2,12.1,17.1,31.0
2019-11-27,11.4,12.2,16.1,32.4
2019-11-28,11.2,12.4,17.3,30.5
2019-11-29,11.3,12.2,16.8,30.2
2019-11-30,11.4,11.4,17.1,31.1
2019-12-01,10.0,9.8,16.4,28.0
2019-12-02,10.9,9.8,16.1,26.3
2019-12-03,10.1,9.7,14.2,24.7
2019-12-04,10.6,10.4,14.5,25.4
2019-12-05,9.7,10.5,15.3,26.5
2019-12-06,9.7,11.5,16.2,25.5
2019-12-07,10.0,11.7,17.0,27.2
2019-12-08,10.5,12.4,16.0,26.3
2019-12-09,11.4,12.9,15.0,27.7
2019-12-10,12.0,13.0,14.7,28.4
2019-12-11,12.6,12.9,13.8,29.5
2019-12-12,12.4,12.7,14.6,32.7
2019-12-13,13.2,12.8,14.5,32.0
2019-12-14,13.8,12.0,13.2,31.6
2019-12-15,13.7,11.0,12.6,29.7
2019-12-16,12.8,11.2,11.5,29.2
2019-12-17,11.9,12.5,12.1,30.7
2019-12-18,11.7,13.4,11.6,28.6
2019-12-19,11.3,14.8,12.4,29.1
2019-12-20,11.9,15.1,11.8,28.9
2019-12-21,10.8,13.6,11.1,30.4
2019-12-22,10.5,13.1,11.7,26.6
2019-12-23,11.1,13.5,12.7,24.7
2019-12-24,11.4,12.8,13.9,25.5
2019-12-25,11.1,13.4,13.3,28.0
2019-12-26,11.5,13.8,12.9,29.8
